verse_id,text,chapter,z_gpt,z_dicta,z_berel,CFI,CFI_berel,shared_seam,seam_berel
Isa.18.6,יעזבו יחדו לעיט הרים ולבהמת הארץ וקץ עליו העיט וכל בהמת הארץ עליו תחרף,18,-0.5353771465,-0.2172316157,-0.4476185502921048,-0.7526087622,-0.9829956967921047,False,False
Isa.18.7,בעת ההיא יובל שי ליהוה צבאות עם ממשך ומורט ומעם נורא מן הוא והלאה גוי קו קו ומבו,18,-0.3780091077,-0.580142064,-0.5225382261973693,-0.9581511717,-0.9005473338973693,False,False
Isa.19.1,משא מצרים הנה יהוה רכב על עב קל ובא מצרים ונעו אלילי מצרים מפניו ולבב מצרים ימס ,19,0.578077432,-0.734111008,-0.8626145227796065,-0.156033576,-0.2845370907796065,False,False
Isa.19.2,וסכסכתי מצרים במצרים ונלחמו איש באחיו ואיש ברעהו עיר בעיר ממלכה בממלכה,19,-1.3290541737,-0.6507692897,-0.3448103366115047,-1.9798234634,-1.6738645103115046,False,False
Isa.19.3,ונבקה רוח מצרים בקרבו ועצתו אבלע ודרשו אל האלילים ואל האטים ואל האבות ואל הידעני,19,-1.0396888745,0.0483712611,1.9893378313166328,-0.9913176134,0.9496489568166327,False,False
Isa.19.4,וסכרתי את מצרים ביד אדנים קשה ומלך עז ימשל בם נאם האדון יהוה צבאות,19,-0.3534827057,-0.6351469527,-0.5159053254350016,-0.9886296584,-0.8693880311350015,False,False
Isa.19.5,ונשתו מים מהים ונהר יחרב ויבש,19,-0.439085547,-0.1756295075,-0.5114529005845369,-0.6147150545,-0.9505384475845368,False,False
Isa.19.6,והאזניחו נהרות דללו וחרבו יארי מצור קנה וסוף קמלו,19,1.9813912721,1.6566054647,1.9933242669020457,3.6379967368,3.974715539002045,False,True
Isa.19.7,ערות על יאור על פי יאור וכל מזרע יאור ייבש נדף ואיננו,19,-0.8286885163,-1.275531296,-0.8759257154885925,-2.1042198123,-1.7046142317885926,False,False
Isa.19.8,ואנו הדיגים ואבלו כל משליכי ביאור חכה ופרשי מכמרת על פני מים אמללו,19,-0.8045207457,-0.3397031468,-0.71104931930342,-1.1442238925,-1.5155700650034198,False,False
Isa.19.9,ובשו עבדי פשתים שריקות וארגים חורי,19,0.0160838812,1.4621363967,1.994140421647357,1.4782202779,2.010224302847357,False,False
Isa.19.10,והיו שתתיה מדכאים כל עשי שכר אגמי נפש,19,1.8854551473,0.6424589948,-0.5182002704429516,2.5279141421,1.3672548768570485,False,False
Isa.19.11,אך אולים שרי צען חכמי יעצי פרעה עצה נבערה איך תאמרו אל פרעה בן חכמים אני בן מלכי,19,-0.5283840604,-1.0308855666,-0.5044614087318042,-1.559269627,-1.032845469131804,False,False
Isa.19.12,אים אפוא חכמיך ויגידו נא לך וידעו מה יעץ יהוה צבאות על מצרים,19,-0.9264248272,-1.1474831195,-1.4597734801472,-2.0739079467,-2.3861983073472,False,False
Isa.19.13,נואלו שרי צען נשאו שרי נף התעו את מצרים פנת שבטיה,19,0.8390478641,1.2123391454,1.7438915446109455,2.0513870095,2.5829394087109456,False,False
Isa.19.14,יהוה מסך בקרבה רוח עועים והתעו את מצרים בכל מעשהו כהתעות שכור בקיאו,19,-0.2380955666,1.2358805074,0.2302984358702396,0.9977849408,-0.0077971307297603,False,False
Isa.19.15,ולא יהיה למצרים מעשה אשר יעשה ראש וזנב כפה ואגמון,19,1.3472168676,-0.7787009863,-0.6380425445206938,0.5685158813000001,0.7091743230793063,False,False
Isa.19.16,ביום ההוא יהיה מצרים כנשים וחרד ופחד מפני תנופת יד יהוה צבאות אשר הוא מניף עליו,19,-0.5796839043,-0.5230562564,-0.7972227026965355,-1.1027401607,-1.3769066069965357,False,False
Isa.19.17,והיתה אדמת יהודה למצרים לחגא כל אשר יזכיר אתה אליו יפחד מפני עצת יהוה צבאות אשר ,19,-0.4540110506,-0.3625341377,1.3545990605953744,-0.8165451883,0.9005880099953744,False,False
Isa.19.18,ביום ההוא יהיו חמש ערים בארץ מצרים מדברות שפת כנען ונשבעות ליהוה צבאות עיר ההרס ,19,-1.0953457104,1.4255944234,-0.4268539007142676,0.330248713,-1.5221996111142675,False,False
Isa.19.19,ביום ההוא יהיה מזבח ליהוה בתוך ארץ מצרים ומצבה אצל גבולה ליהוה,19,-0.4262258179,-1.3293922305,-1.0031320154889636,-1.7556180484,-1.4293578333889636,False,False
Isa.19.20,והיה לאות ולעד ליהוה צבאות בארץ מצרים כי יצעקו אל יהוה מפני לחצים וישלח להם מושי,19,1.2872031658,-0.4963618817,1.7425800737434611,0.7908412841000001,3.029783239543461,False,False
Isa.19.21,ונודע יהוה למצרים וידעו מצרים את יהוה ביום ההוא ועבדו זבח ומנחה ונדרו נדר ליהוה ,19,-0.8218293242,-0.6722911202,-1.1053997150121508,-1.4941204444,-1.927229039212151,False,False
Isa.19.22,ונגף יהוה את מצרים נגף ורפוא ושבו עד יהוה ונעתר להם ורפאם,19,-0.4608617244,1.9111571667,-0.0234932084678754,1.4502954423,-0.4843549328678754,False,False
Isa.19.23,ביום ההוא תהיה מסלה ממצרים אשורה ובא אשור במצרים ומצרים באשור ועבדו מצרים את אשו,19,1.8520521538,0.0538165908,1.7226927972972677,1.9058687446,3.5747449510972675,False,False
Isa.19.24,ביום ההוא יהיה ישראל שלישיה למצרים ולאשור ברכה בקרב הארץ,19,0.0794247172,-0.7388999644,-0.5251004096456117,-0.6594752472000001,-0.4456756924456116,False,False
Isa.19.25,אשר ברכו יהוה צבאות לאמר ברוך עמי מצרים ומעשה ידי אשור ונחלתי ישראל,19,-0.8304208791,-0.599432038,-0.537184229713251,-1.4298529170999998,-1.367605108813251,False,False
Isa.20.1,בשנת בא תרתן אשדודה בשלח אתו סרגון מלך אשור וילחם באשדוד וילכדה,20,0.3060869609,1.9980839382,1.9995431305089444,2.3041708991,2.3056300914089443,False,False
Isa.20.2,בעת ההיא דבר יהוה ביד ישעיהו בן אמוץ לאמר לך ופתחת השק מעל מתניך ונעלך תחלץ מעל ,20,-0.7685605637,-0.5114342483,-0.4576232848704085,-1.279994812,-1.2261838485704086,False,False
Isa.20.3,ויאמר יהוה כאשר הלך עבדי ישעיהו ערום ויחף שלש שנים אות ומופת על מצרים ועל כוש,20,-0.5732805182,-0.5195804917,-0.7880034630895514,-1.0928610099,-1.3612839812895514,False,False
Isa.20.4,כן ינהג מלך אשור את שבי מצרים ואת גלות כוש נערים וזקנים ערום ויחף וחשופי שת ערות,20,-0.4700451586,-0.4970405977,-0.6070956412825341,-0.9670857563,-1.0771407998825342,False,False
Isa.20.5,וחתו ובשו מכוש מבטם ומן מצרים תפארתם,20,1.617936985,1.9825021686,1.6998094829386587,3.6004391536,3.317746467938659,False,False
Isa.20.6,ואמר ישב האי הזה ביום ההוא הנה כה מבטנו אשר נסנו שם לעזרה להנצל מפני מלך אשור וא,20,-0.9794233075,-0.6190570276,-0.5939540773964197,-1.5984803351,-1.5733773848964197,False,False
Isa.21.1,משא מדבר ים כסופות בנגב לחלף ממדבר בא מארץ נוראה,21,0.3333936186,-0.2905423279,0.498994398506675,0.0428512906999999,0.8323880171066751,False,False
Isa.21.2,חזות קשה הגד לי הבוגד בוגד והשודד שודד עלי עילם צורי מדי כל אנחתה השבתי,21,1.3720392155,-0.1123343187,-0.5932467142926092,1.2597048968,0.7787925012073909,False,False
Isa.21.3,על כן מלאו מתני חלחלה צירים אחזוני כצירי יולדה נעויתי משמע נבהלתי מראות,21,-1.2274183001,-1.1857352023,-0.555432667234307,-2.4131535024,-1.7828509673343071,False,False
Isa.21.4,תעה לבבי פלצות בעתתני את נשף חשקי שם לי לחרדה,21,-0.7942872868,0.1493457074,1.9989918050030837,-0.6449415794000001,1.204704518203083,False,False
Isa.21.5,ערך השלחן צפה הצפית אכול שתה קומו השרים משחו מגן,21,1.6132824864,1.8113778785,-0.5156895819519158,3.4246603649000003,1.097592904448084,False,False
Isa.21.6,כי כה אמר אלי אדני לך העמד המצפה אשר יראה יגיד,21,-0.8861353488,-0.7028091649,-0.5016138455903673,-1.5889445137,-1.3877491943903673,False,False
Isa.21.7,וראה רכב צמד פרשים רכב חמור רכב גמל והקשיב קשב רב קשב,21,0.66853728,-0.5362170297,-1.3106946379822737,0.1323202503,-0.6421573579822735,False,False
Isa.21.8,ויקרא אריה על מצפה אדני אנכי עמד תמיד יומם ועל משמרתי אנכי נצב כל הלילות,21,-0.2292971861,-0.5509676224,-0.4129843676170677,-0.7802648084999999,-0.6422815537170676,False,False
Isa.21.9,והנה זה בא רכב איש צמד פרשים ויען ויאמר נפלה נפלה בבל וכל פסילי אלהיה שבר לארץ,21,-0.4475511205,1.8088489275,-0.4672049934457072,1.361297807,-0.9147561139457072,False,False
Isa.21.10,מדשתי ובן גרני אשר שמעתי מאת יהוה צבאות אלהי ישראל הגדתי לכם,21,-1.404925614,-0.5766869945,1.952518914487144,-1.9816126085,0.547593300487144,False,False
Isa.21.11,משא דומה אלי קרא משעיר שמר מה מלילה שמר מה מליל,21,0.0057344407,-0.5297381248,-0.6862369598341055,-0.5240036841000001,-0.6805025191341055,False,False
Isa.21.12,אמר שמר אתה בקר וגם לילה אם תבעיון בעיו שבו אתיו,21,-0.4967790147,-0.5688298279,-0.2841946712406252,-1.0656088426,-0.7809736859406252,False,False
Isa.21.13,משא בערב ביער בערב תלינו ארחות דדנים,21,1.8283453151,1.9340321242,-1.0255332649634954,3.7623774393,0.8028120501365046,False,False
Isa.21.14,לקראת צמא התיו מים ישבי ארץ תימא בלחמו קדמו נדד,21,-0.0789101691,0.0034787515,1.7095977122891888,-0.0754314176,1.6306875431891887,False,False
Isa.21.15,כי מפני חרבות נדדו מפני חרב נטושה ומפני קשת דרוכה ומפני כבד מלחמה,21,-1.1614752669,-0.6710555378,0.2590674165630418,-1.8325308047,-0.902407850336958,False,False
Isa.21.16,כי כה אמר אדני אלי בעוד שנה כשני שכיר וכלה כל כבוד קדר,21,1.3148455986,-0.5426234274,-0.6250690177915132,0.7722221712,0.6897765808084868,False,False
Isa.21.17,ושאר מספר קשת גבורי בני קדר ימעטו כי יהוה אלהי ישראל דבר,21,-0.2146195939,1.6604056867,-0.5752885943317102,1.4457860928,-0.7899081882317102,False,False
Isa.22.1,משא גיא חזיון מה לך אפוא כי עלית כלך לגגות,22,-1.6293186378,-0.9063930019,-0.8360567636837782,-2.5357116397,-2.465375401483778,False,False
Isa.22.2,תשאות מלאה עיר הומיה קריה עליזה חלליך לא חללי חרב ולא מתי מלחמה,22,1.1858518822,-0.466898031,0.8958613780044682,0.7189538512,2.0817132602044683,False,False
Isa.22.3,כל קציניך נדדו יחד מקשת אסרו כל נמצאיך אסרו יחדו מרחוק ברחו,22,1.0834474232,1.1197095384,-0.0737185003908932,2.2031569616,1.0097289228091066,False,False
Isa.22.4,על כן אמרתי שעו מני אמרר בבכי אל תאיצו לנחמני על שד בת עמי,22,-0.5242466578,-0.5094747248,1.2973103873232683,-1.0337213826,0.7730637295232683,False,False
Isa.22.5,כי יום מהומה ומבוסה ומבוכה לאדני יהוה צבאות בגיא חזיון מקרקר קר ושוע אל ההר,22,-0.6381017419,-0.5491374162,-0.5099278581121977,-1.1872391581,-1.1480296000121977,False,False
Isa.22.6,ועילם נשא אשפה ברכב אדם פרשים וקיר ערה מגן,22,1.9737879456,1.9912008399,-0.533494882915279,3.9649887855,1.440293062684721,True,False
Isa.22.7,ויהי מבחר עמקיך מלאו רכב והפרשים שת שתו השערה,22,-0.2031238824,-0.3158659553,1.9303527045112152,-0.5189898377,1.727228822111215,False,False
Isa.22.8,ויגל את מסך יהודה ותבט ביום ההוא אל נשק בית היער,22,-0.5026239243,-0.5586508413,-0.9960341452949932,-1.0612747656,-1.4986580695949934,False,False
Isa.22.9,ואת בקיעי עיר דוד ראיתם כי רבו ותקבצו את מי הברכה התחתונה,22,-0.6644000842,-0.5784512369,-0.3908024045461891,-1.2428513211,-1.055202488746189,False,False
Isa.22.10,ואת בתי ירושלם ספרתם ותתצו הבתים לבצר החומה,22,0.1488736323,0.7962180952,1.874257029392288,0.9450917275,2.023130661692288,False,False
Isa.22.11,ומקוה עשיתם בין החמתים למי הברכה הישנה ולא הבטתם אל עשיה ויצרה מרחוק לא ראיתם,22,0.1707542153,1.3935650253,-0.4794370047146265,1.5643192406000002,-0.3086827894146265,False,False
Isa.22.12,ויקרא אדני יהוה צבאות ביום ההוא לבכי ולמספד ולקרחה ולחגר שק,22,-0.8569309443,-0.6455804678,-0.5046437719271002,-1.5025114121,-1.3615747162271004,False,False
Isa.22.13,והנה ששון ושמחה הרג בקר ושחט צאן אכל בשר ושתות יין אכול ושתו כי מחר נמות,22,-0.0811757929,-0.670452014,-0.7277863002025657,-0.7516278069,-0.8089620931025657,False,False
Isa.22.14,ונגלה באזני יהוה צבאות אם יכפר העון הזה לכם עד תמתון אמר אדני יהוה צבאות,22,-0.8831533819,0.5841754222,-0.7136234295196489,-0.2989779597000001,-1.596776811419649,False,False
Isa.22.15,כה אמר אדני יהוה צבאות לך בא אל הסכן הזה על שבנא אשר על הבית,22,-0.6486765198,-0.5061710356,-0.3052955350644442,-1.1548475554,-0.953972054864444,False,False
Isa.22.16,מה לך פה ומי לך פה כי חצבת לך פה קבר חצבי מרום קברו חקקי בסלע משכן לו,22,0.9819392471,-0.8590147579,-0.7836262153138618,0.1229244891999999,0.1983130317861382,False,False
Isa.22.17,הנה יהוה מטלטלך טלטלה גבר ועטך עטה,22,0.0485707298,-0.4938952589,-0.4996198520163997,-0.4453245291,-0.4510491222163997,False,False
Isa.22.18,צנוף יצנפך צנפה כדור אל ארץ רחבת ידים שמה תמות ושמה מרכבות כבודך קלון בית אדניך,22,-0.7834790365,-0.4946307451,-0.4994945096265717,-1.2781097816,-1.2829735461265717,False,False
Isa.22.19,והדפתיך ממצבך וממעמדך יהרסך,22,1.8454421543,1.9979484768,1.999999837507384,3.8433906311,3.845441991807384,False,False
Isa.22.20,והיה ביום ההוא וקראתי לעבדי לאליקים בן חלקיהו,22,-0.403163349,-0.5269978285,-0.5005275568803352,-0.9301611775,-0.9036909058803352,False,False
Isa.22.21,והלבשתיו כתנתך ואבנטך אחזקנו וממשלתך אתן בידו והיה לאב ליושב ירושלם ולבית יהודה,22,-1.233168128,-0.4050579175,-0.4991138377103897,-1.6382260455,-1.7322819657103896,False,False
Isa.22.22,ונתתי מפתח בית דוד על שכמו ופתח ואין סגר וסגר ואין פתח,22,-0.3681115256,-0.5804383894,-0.7644586068667394,-0.948549915,-1.1325701324667394,False,False
Isa.22.23,ותקעתיו יתד במקום נאמן והיה לכסא כבוד לבית אביו,22,1.3621829934,-0.5071324055,-0.6826339560951952,0.8550505879,0.6795490373048049,False,False
Isa.22.24,ותלו עליו כל כבוד בית אביו הצאצאים והצפעות כל כלי הקטן מכלי האגנות ועד כל כלי הנ,22,-0.045302431,-0.3450917964,1.9718211523323912,-0.3903942273999999,1.926518721332391,False,False
Isa.22.25,ביום ההוא נאם יהוה צבאות תמוש היתד התקועה במקום נאמן ונגדעה ונפלה ונכרת המשא אשר,22,-1.3608821609,-0.5609419201,-0.8586353972353654,-1.921824081,-2.219517558135365,False,False
Isa.23.1,משא צר הילילו אניות תרשיש כי שדד מבית מבוא מארץ כתים נגלה למו,23,0.8272359786,-0.2297237767,-0.5567380700002701,0.5975122019,0.2704979085997299,False,False
Isa.23.2,דמו ישבי אי סחר צידון עבר ים מלאוך,23,1.4882395307,1.9774697526,1.1223377427698178,3.4657092833,2.6105772734698176,False,False
Isa.23.3,ובמים רבים זרע שחר קציר יאור תבואתה ותהי סחר גוים,23,-1.0224103221,-0.8409173056,-0.1684806659590101,-1.8633276277,-1.1908909880590102,False,False
Isa.23.4,בושי צידון כי אמר ים מעוז הים לאמר לא חלתי ולא ילדתי ולא גדלתי בחורים רוממתי בתו,23,-0.8514492221,-0.5527397612,-0.4343253722399364,-1.4041889833,-1.2857745943399363,False,False
Isa.23.5,כאשר שמע למצרים יחילו כשמע צר,23,1.6208458019,-0.421494393,-0.6299966965266355,1.1993514089,0.9908491053733646,False,False
Isa.23.6,עברו תרשישה הילילו ישבי אי,23,-0.8370309676,1.9983081072,1.9930638794968607,1.1612771396,1.1560329118968613,False,False
Isa.23.7,הזאת לכם עליזה מימי קדם קדמתה יבלוה רגליה מרחוק לגור,23,0.5396868907,-0.5021084792,-0.3432027983676807,0.0375784114999999,0.1964840923323192,False,False
Isa.23.8,מי יעץ זאת על צר המעטירה אשר סחריה שרים כנעניה נכבדי ארץ,23,-1.0272786318,-0.5169898916,-0.4840178364889768,-1.5442685234,-1.511296468288977,False,False
Isa.23.9,יהוה צבאות יעצה לחלל גאון כל צבי להקל כל נכבדי ארץ,23,0.2642077101,-1.2398572824,-0.8711447856964237,-0.9756495723,-0.6069370755964237,False,False
Isa.23.10,עברי ארצך כיאר בת תרשיש אין מזח עוד,23,1.3505430952,1.6537392367,-0.6598488976859691,3.0042823319,0.6906941975140308,False,False
Isa.23.11,ידו נטה על הים הרגיז ממלכות יהוה צוה אל כנען לשמד מעזניה,23,-0.2725982938,-0.4274458044,-0.1592419288589873,-0.7000440982,-0.4318402226589873,False,False
Isa.23.12,ויאמר לא תוסיפי עוד לעלוז המעשקה בתולת בת צידון כתיים כתים קומי עברי גם שם לא ינ,23,-1.2789288744,-0.8789489287,1.3187368328775728,-2.1578778031,0.0398079584775727,False,False
Isa.23.13,הן ארץ כשדים זה העם לא היה אשור יסדה לציים הקימו בחיניו בחוניו עררו ארמנותיה שמה,23,1.4170450953,1.7169701177,-0.6549244568044655,3.134015213,0.7621206384955345,False,False
Isa.23.14,הילילו אניות תרשיש כי שדד מעזכן,23,-0.173590894,0.2848172365,1.0896248078977586,0.1112263425,0.9160339138977588,False,False
Isa.23.15,והיה ביום ההוא ונשכחת צר שבעים שנה כימי מלך אחד מקץ שבעים שנה יהיה לצר כשירת הזו,23,-0.8548872662,-0.9311164104,-0.6984121342063949,-1.7860036766,-1.553299400406395,False,False
Isa.23.16,קחי כנור סבי עיר זונה נשכחה היטיבי נגן הרבי שיר למען תזכרי,23,1.4945594256,0.3677832843,-0.3411983089759442,1.8623427099,1.1533611166240558,False,False
Isa.23.17,והיה מקץ שבעים שנה יפקד יהוה את צר ושבה לאתננה וזנתה את כל ממלכות הארץ על פני הא,23,-0.7548248998,-0.5442176359,-0.7191460074581637,-1.2990425357,-1.4739709072581637,False,False
Isa.23.18,והיה סחרה ואתננה קדש ליהוה לא יאצר ולא יחסן כי לישבים לפני יהוה יהיה סחרה לאכל ל,23,-0.8068731587,-0.7574553829,-0.2621236598509359,-1.5643285416,-1.068996818550936,False,False
Isa.24.1,הנה יהוה בוקק הארץ ובולקה ועוה פניה והפיץ ישביה,24,1.9732152073,1.718213988,1.971626384845623,3.6914291953,3.944841592145623,False,True
Isa.24.2,והיה כעם ככהן כעבד כאדניו כשפחה כגברתה כקונה כמוכר כמלוה כלוה כנשה כאשר נשא בו,24,-0.61281452,0.5552871777,-0.7069737494874776,-0.0575273423,-1.3197882694874776,False,False
Isa.24.3,הבוק תבוק הארץ והבוז תבוז כי יהוה דבר את הדבר הזה,24,-1.1789500874,-0.7401285871,-0.3607726108083412,-1.9190786745,-1.5397226982083412,False,False
Isa.24.4,אבלה נבלה הארץ אמללה נבלה תבל אמללו מרום עם הארץ,24,1.8634768176,-0.5175033062,0.5482996312742413,1.3459735114,2.411776448874241,False,False
Isa.24.5,והארץ חנפה תחת ישביה כי עברו תורת חלפו חק הפרו ברית עולם,24,-0.2641742459,-0.5183013635,-0.5126421868902249,-0.7824756094,-0.7768164327902249,False,False
Isa.24.6,על כן אלה אכלה ארץ ויאשמו ישבי בה על כן חרו ישבי ארץ ונשאר אנוש מזער,24,-1.2315556863,-0.4712696631,-0.9001398177232084,-1.7028253494,-2.131695504023208,False,False
Isa.24.7,אבל תירוש אמללה גפן נאנחו כל שמחי לב,24,1.7456560935,1.9992150823,1.9369003316458169,3.7448711758,3.6825564251458167,False,False
Isa.24.8,שבת משוש תפים חדל שאון עליזים שבת משוש כנור,24,-0.8390234029,-0.6537437326,-0.0489133242954552,-1.4927671354999998,-0.8879367271954552,False,False
Isa.24.9,בשיר לא ישתו יין ימר שכר לשתיו,24,-0.3638230221,-0.5567681043,-0.6866850039665959,-0.9205911264,-1.050508026066596,False,False
Isa.24.10,נשברה קרית תהו סגר כל בית מבוא,24,0.3646776829,0.5817598602,0.0439994105376072,0.9464375431,0.4086770934376073,False,False
Isa.24.11,צוחה על היין בחוצות ערבה כל שמחה גלה משוש הארץ,24,-1.1112721708,-0.9102445836,-1.398454668816141,-2.0215167544,-2.5097268396161407,False,False
Isa.24.12,נשאר בעיר שמה ושאיה יכת שער,24,1.2353584143,1.722500828,-0.3304357149715586,2.9578592423,0.9049226993284414,False,False
Isa.24.13,כי כה יהיה בקרב הארץ בתוך העמים כנקף זית כעוללת אם כלה בציר,24,1.0659717373,-0.3547927096,-0.0767479677002263,0.7111790277,0.9892237695997737,False,False
Isa.24.14,המה ישאו קולם ירנו בגאון יהוה צהלו מים,24,-0.7112909533,-0.2851844486,1.8950474115998344,-0.9964754019,1.1837564582998346,False,False
Isa.24.15,על כן בארים כבדו יהוה באיי הים שם יהוה אלהי ישראל,24,-0.7572171567,-1.1274476257,-0.6709251433612224,-1.8846647824,-1.4281423000612223,False,False
Isa.24.16,מכנף הארץ זמרת שמענו צבי לצדיק ואמר רזי לי רזי לי אוי לי בגדים בגדו ובגד בוגדים ,24,-0.6954727677,-0.9452941209,-0.5420083937733418,-1.6407668886,-1.2374811614733416,False,False
Isa.24.17,פחד ופחת ופח עליך יושב הארץ,24,1.9692419102,1.8616505459,-0.4938343473401335,3.8308924561,1.4754075628598666,False,False
Isa.24.18,והיה הנס מקול הפחד יפל אל הפחת והעולה מתוך הפחת ילכד בפח כי ארבות ממרום נפתחו וי,24,-0.5906853087,-0.7293660958,-0.7403857196526182,-1.3200514045,-1.331071028352618,False,False
Isa.24.19,רעה התרעעה הארץ פור התפוררה ארץ מוט התמוטטה ארץ,24,-0.1445668976,-0.4475075439,0.4414920909739982,-0.5920744415,0.2969251933739982,False,False
Isa.24.20,נוע תנוע ארץ כשכור והתנודדה כמלונה וכבד עליה פשעה ונפלה ולא תסיף קום,24,-0.2374596769,1.9317151321,1.77800006166174,1.6942554552,1.54054038476174,False,False
Isa.24.21,והיה ביום ההוא יפקד יהוה על צבא המרום במרום ועל מלכי האדמה על האדמה,24,-1.3665051204,-0.8556720587,-0.7401201829850502,-2.2221771791,-2.10662530338505,False,False
Isa.24.22,ואספו אספה אסיר על בור וסגרו על מסגר ומרב ימים יפקדו,24,1.749783884,-0.1100462923,-0.4999949845115591,1.6397375917,1.2497888994884407,False,False
Isa.24.23,וחפרה הלבנה ובושה החמה כי מלך יהוה צבאות בהר ציון ובירושלם ונגד זקניו כבוד,24,-0.5135385247,-0.4781094001,-0.5208423381220768,-0.9916479248,-1.034380862822077,False,False
Isa.25.1,יהוה אלהי אתה ארוממך אודה שמך כי עשית פלא עצות מרחוק אמונה אמן,25,-0.5589234657,-1.3084716379,-0.770161345839606,-1.8673951036,-1.329084811539606,False,False
Isa.25.2,כי שמת מעיר לגל קריה בצורה למפלה ארמון זרים מעיר לעולם לא יבנה,25,1.9962030749,1.7157971709,0.4744786541138114,3.7120002458,2.4706817290138114,False,False
Isa.25.3,על כן יכבדוך עם עז קרית גוים עריצים ייראוך,25,-0.6520522797,-0.4971660292,-0.4806358046917378,-1.1492183089,-1.132688084391738,False,False
Isa.25.4,כי היית מעוז לדל מעוז לאביון בצר לו מחסה מזרם צל מחרב כי רוח עריצים כזרם קיר,25,-0.619605353,-0.5072501484,-0.5139074691413383,-1.1268555014,-1.1335128221413382,False,False
Isa.25.5,כחרב בציון שאון זרים תכניע חרב בצל עב זמיר עריצים יענה,25,1.8705667916,1.9830449343,1.9999061134277525,3.8536117259,3.8704729050277527,False,False
Isa.25.6,ועשה יהוה צבאות לכל העמים בהר הזה משתה שמנים משתה שמרים שמנים ממחים שמרים מזקקים,25,0.1570601186,-0.5675871259,-0.4820679742684147,-0.4105270073,-0.3250078556684147,False,False
Isa.25.7,ובלע בהר הזה פני הלוט הלוט על כל העמים והמסכה הנסוכה על כל הגוים,25,-0.5735063911,-0.5101030181,-0.4807937565582811,-1.0836094092000002,-1.0543001476582812,False,False
Isa.25.8,בלע המות לנצח ומחה אדני יהוה דמעה מעל כל פנים וחרפת עמו יסיר מעל כל הארץ כי יהוה,25,-0.6601391801,-0.5338605642,-0.5097629983224737,-1.1939997443,-1.1699021784224737,False,False
Isa.25.9,ואמר ביום ההוא הנה אלהינו זה קוינו לו ויושיענו זה יהוה קוינו לו נגילה ונשמחה ביש,25,-0.698433205,-0.6912367385,-0.6098461160023013,-1.3896699435,-1.3082793210023014,False,False
Isa.25.10,כי תנוח יד יהוה בהר הזה ונדוש מואב תחתיו כהדוש מתבן במי במו מדמנה,25,0.9277759027,1.1821243928,1.969813472578129,2.1099002955,2.897589375278129,False,False
Isa.25.11,ופרש ידיו בקרבו כאשר יפרש השחה לשחות והשפיל גאותו עם ארבות ידיו,25,-0.5260949735,-0.0030051968,-0.2083843308675857,-0.5291001703,-0.7344793043675857,False,False
Isa.25.12,ומבצר משגב חומתיך השח השפיל הגיע לארץ עד עפר,25,1.4960727948,1.0441108201,-0.4193400343548628,2.5401836149,1.076732760445137,False,False
Isa.26.1,ביום ההוא יושר השיר הזה בארץ יהודה עיר עז לנו ישועה ישית חומות וחל,26,-0.9699179059,-0.9425170274,-0.7669252229709829,-1.9124349333,-1.736843128870983,False,False
Isa.26.2,פתחו שערים ויבא גוי צדיק שמר אמנים,26,-0.5573503942,-0.6999094686,-0.513173767683774,-1.2572598628,-1.070524161883774,False,False
Isa.26.3,יצר סמוך תצר שלום שלום כי בך בטוח,26,1.9751604566,1.1956580293,-0.46471563546314,3.1708184859,1.51044482113686,False,False
Isa.26.4,בטחו ביהוה עדי עד כי ביה יהוה צור עולמים,26,-0.9843107195,-1.1529471691,-0.7408230241789322,-2.1372578886,-1.7251337436789322,False,False
Isa.26.5,כי השח ישבי מרום קריה נשגבה ישפילנה ישפילה עד ארץ יגיענה עד עפר,26,-0.8603858832,0.1997566076,0.3928680576470712,-0.6606292756,-0.4675178255529287,False,False
Isa.26.6,תרמסנה רגל רגלי עני פעמי דלים,26,1.9661601676,0.0711102583,1.8086102095637195,2.0372704259,3.77477037716372,False,False
Isa.26.7,ארח לצדיק מישרים ישר מעגל צדיק תפלס,26,-0.1637158723,-0.650900779,-0.7802434126031897,-0.8146166512999999,-0.9439592849031896,False,False
Isa.26.8,אף ארח משפטיך יהוה קוינוך לשמך ולזכרך תאות נפש,26,-0.677067659,1.9414351176,-0.4894898550183729,1.2643674586,-1.1665575140183728,False,False
Isa.26.9,נפשי אויתיך בלילה אף רוחי בקרבי אשחרך כי כאשר משפטיך לארץ צדק למדו ישבי תבל,26,-1.074147816,-0.8563378575,-0.8147331256778771,-1.9304856735,-1.888880941677877,False,False
Isa.26.10,יחן רשע בל למד צדק בארץ נכחות יעול ובל יראה גאות יהוה,26,0.7250450204,-0.5476351027,1.906948982509526,0.1774099176999999,2.631994002909526,False,False
Isa.26.11,יהוה רמה ידך בל יחזיון יחזו ויבשו קנאת עם אף אש צריך תאכלם,26,1.630432604,1.9159227502,-0.4105188871513313,3.5463553542,1.219913716848669,False,False
Isa.26.12,יהוה תשפת שלום לנו כי גם כל מעשינו פעלת לנו,26,-0.9221019985,-0.8623944387,-0.7308986881973337,-1.7844964372,-1.6530006866973337,False,False
Isa.26.13,יהוה אלהינו בעלונו אדנים זולתך לבד בך נזכיר שמך,26,-0.5923271878,-0.6869544553,-0.5881431720592143,-1.2792816431,-1.1804703598592143,False,False
